เลขทะเบียนโรงงานเดิม,เลขทะเบียนโรงงานใหม่,รหัสประเภท,ประเภทหรือชนิดของโรงงาน,จำพวก,ปีที่อนุญาต,ชื่อโรงงาน,ผู้ประกอบการ,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,รหัสไปรษณีย์,คนงานรวม,แรงม้า,เงินทุนรวม (ล้านบาท)
3-105-19/64ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,64,ห้างหุ้นส่วนจำกัด บุญจองรีไซเคิ้ล,ห้างหุ้นส่วนจำกัด บุญจองรีไซเคิ้ล,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,โฉนดที่ดินเลขที่ 91124,2,,,บึง,ศรีราชา,ชลบุรี,20230,17,169,8
3-105-54/63ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,63,บริษัท วรพล รีไซเคิล จำกัด,บริษัท วรพล รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,789/18,3,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,16,190,16
3-105-56/60ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,60,บริษัท เค.พี.เอส เปเปอร์ แอนด์ พลาสติก จำกัด,บริษัท เค.พี.เอส เปเปอร์ แอนด์ พลาสติก จำกัด,คัดแยกเศษวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,"โฉนดที่ดินเลขที่ 168343,168344",4,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,15,130,130
จ3-105-52/50ชบ,2.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,50,บริษัท ไจก้า เวส แมนเนจเม้นท์ จำกัด,บริษัท ไจก้า เวส แมนเนจเม้นท์ จำกัด,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย , อัดเศษกระดาษ เศษโลหะ, บดย่อยพลาสติก และผลิตเม็ดพลาสติก",98,4,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,8,95,1.85
3-105-34/56ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,56,บริษัท กานต์สินี รีไซเคิล จำกัด,บริษัท กานต์สินี รีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,88/5,8,,,เขาคันทรง,ศรีราชา,ชลบุรี,20110,11,232,5.656
3-105-52/53ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,53,บริษัท โชคเกรียงขจร จำกัด,บริษัท โชคเกรียงขจร จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,293,1,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,55,6,17.05
จ3-105-40/51ชบ,2.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,51,ห้างหุ้นส่วนจำกัด เจริญทวี เวิลด์ดิ้ง รีไซเคิล,ห้างหุ้นส่วนจำกัด เจริญทวี เวิลด์ดิ้ง รีไซเคิล,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,256/18,3,โรงเรียนโป่งสะเก็ด,สาย 331,บ่อวิน,ศรีราชา,ชลบุรี,20230,10,125,2.8
3-105-10/46ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,46,บริษัท เอส.วี.ซี.เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,บริษัท เอส.วี.ซี.เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,คัดแยกวัสดุไม่ใช้แล้ว ตามที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),279/4,6,,ทางหลวงสาย 336,สุรศักดิ์,ศรีราชา,ชลบุรี,20110,12,164,0.9
3-105-33/47ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,47,บริษัท เจริญรุ่งเรือง รีไซเคิล (หนองขาม) จำกัด,บริษัท เจริญรุ่งเรือง รีไซเคิล (หนองขาม) จำกัด,คัดแยกและฝังกลบของเสียหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541),,6,,,หนองขาม,ศรีราชา,ชลบุรี,20230,40,152.5,28
3-105-15/67ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,67,บริษัท ฟางซาง เซอร์คูลาร์ อีโคโนมี่ แมเนจเม้นท์(ไทยแลนด์) จำกัด,บริษัท ฟางซาง เซอร์คูลาร์ อีโคโนมี่ แมเนจเม้นท์(ไทยแลนด์) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,234/13,4,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,15,139,8.5
3-105-57/64ชบ,1.02003E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,64,บริษัท ส.ทวีทรัพย์ รีไซเคิล กรุ๊ป จำกัด,บริษัท ส.ทวีทรัพย์ รีไซเคิล กรุ๊ป จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,549/21,1,,,หนองขาม,ศรีราชา,ชลบุรี,20230,11,190,25
3-105-13/65ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,65,บริษัท วีเปค จำกัด,บริษัท วีเปค จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,182/50,,,,ทุ่งสุขลา,ศรีราชา,ชลบุรี,20230,12,115,6
